BARCODE,ASSET DESCRIPTION,SERIAL NO,CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,BUILDING,FLOOR NUMBER,ROOM NUMBER,VERIFICATION DATE,DUPLICATE BARCODE,ASSET CONDITION - 30 JUNE 2012,ASSET CONDITION - 30 JUNE 2013,RESPONSIBLE PERSON,LEASED,VIN NUMBER,START LAT,START LONG,STREET NAME
00358,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00359,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00360,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00361,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00362,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VMPENDA,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00363,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VM5ENDAS17,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00364,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1000,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00365,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,DESKJET 840C,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,POOR,,WORKSHOP,NO,,,,
00366,CABINET CARD INDEX,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,SCRAP,,ELECTRICAL STORE,NO,,,,
00367,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00368,CABINET FILING STEEL 4 DRAWER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00369,SAFE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00370,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00371,SAFE,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00372,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00373,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,LASERJET 1000,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00374,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00375,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00376,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00377,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00378,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,VT 3500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00379,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00380,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00381,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00382,PROJECTOR OVERHEAD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,SCRAP,,WALK IN SAFE,NO,,,,
00383,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00384,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VM5ENDAS17,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00385,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,14ED,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00386,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00387,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,7234E,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,POOR,,BOARDROOM LARGE,NO,,,,
00388,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00389,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,LOW RADIATION,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,CASH HALL,,,R0033,,,POOR,,CASH HALL WARRENVALE,NO,,,,
00390,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,VIEW 7134T,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00391,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,1010,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00392,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,14ED,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00393,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,C500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00394,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,A54DP,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00395,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,14ED,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00396,CUPBOARD STATIONERY STEEL,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WALK IN SAFE,,,R0025,,,FAIR,,WALK IN SAFE,NO,,,,
00397,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,MT131,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00398,COMPUTER PRINTER,,OTHER ASSETS,COMPUTER EQUIPMENT,BP900,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00399,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,VT 3500,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,FAIR,,BOARDROOM LARGE,NO,,,,
00400,COMPUTER CPU,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,ELECTRICAL STORE,,,R0051,,,POOR,,ELECTRICAL STORE,NO,,,,
00401,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00402,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00403,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00404,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00405,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00406,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00407,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00408,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,PURIFICATION PLANT,,,R0049,,,GOOD,,PURIFICATION PLANT,NO,,,,
00409,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00410,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00411,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00412,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00413,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00414,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00415,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00416,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,PURIFICATION PLANT,,,R0049,,,GOOD,,PURIFICATION PLANT,NO,,,,
00417,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,POOR,,CITY HALL,NO,,,,
00418,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00419,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,PURIFICATION PLANT,,,R0049,,,POOR,,PURIFICATION PLANT,NO,,,,
00420,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00421,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00422,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00423,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,BOARDROOM LARGE,,,R0009,,,GOOD,,BOARDROOM LARGE,NO,,,,
00424,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00425,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00426,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00427,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00428,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00429,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00430,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,PURIFICATION PLANT,,,R0049,,,GOOD,,PURIFICATION PLANT,NO,,,,
00431,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00432,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00433,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00434,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00435,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00436,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00437,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,WORKSHOP,,,R0044,,,GOOD,,WORKSHOP,NO,,,,
00438,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,POOR,,CITY HALL,NO,,,,
00439,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00440,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00441,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00442,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00443,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00444,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0016,,,GOOD,,KITCHEN,NO,,,,
00445,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00446,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00447,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00448,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00449,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00450,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00451,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00452,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00453,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,PURIFICATION PLANT,,,R0049,,,GOOD,,PURIFICATION PLANT,NO,,,,
00454,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00455,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00456,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00458,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,FAIR,,CITY HALL,NO,,,,
00459,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00460,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,MUNICIPAL CHAMBERS,,,R0010,,,FAIR,,MUNICIPAL CHAMBERS,NO,,,,
00461,CHAIR KITCHEN,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,GOOD,,CITY HALL,NO,,,,
00462,BOOKCASE LIBRARY SINGLE SIDED,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,STORE ROOM PARKS,,,R0054,,,GOOD,,STORE ROOM/PARKS,NO,,,,
00463,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,VERY GOOD,,CITY HALL,NO,,,,
00464,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENVALE,LIBRARY,,,R0035,,,GOOD,,LIBRARY WARRENVALE,NO,,,,
00465,TABLE WOOD,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,CITY HALL,,,R0031,,,VERY GOOD,,CITY HALL,NO,,,,
00466,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0039,,,FAIR,,MOTHUSIMANG S,NO,,,,
00467,CHAIR MID BACK,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,,,,,R0012,,,FAIR,,MAKGARI C,NO,,,,
00468,CHAIR HIGH BACK LEATHER,,OTHER ASSETS,FURNITURE AND OFFICE EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
00469,UNINTERRUPTED POWER SUPPLY UNIT,,OTHER ASSETS,COMPUTER EQUIPMENT,N/A,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
00470,COMPUTER MONITOR,,OTHER ASSETS,COMPUTER EQUIPMENT,105E,,,,,,MAGARENG LOCAL MUNICIPALITY,WARRENTON,LIBRARY,,,R0030,,,GOOD,,LIBRARY,NO,,,,
