BARCODE,"ASSET DESCRIPTION","SERIAL NO",CATEGORY_1,CATEGORY_2,CATEGORY_3,CATEGORY_4,CATEGORY_5,USAGE_YES/NO,REPUNIT_1,REPUNIT_2,LOCATION_1,LOCATION_2,LOCATION_3,LOCATION_4,"FLOOR NUMBER","ROOM TYPE","VERIFICATION DATE",OWNERSHIP,"DUPLICATE BARCODE","ASSET CONDITION",OWNER,LEASED,"VIN NUMBER","DATE OF VERIFICATION","SUPPLIER NAME","GAMAP FUNDING","GFS FUNDING",QUANTITY,WIDTH,GRADING,DIAMETRE,LENGTH,"FROM NODE","TO NODE","NODE LAYER","START LAT","START LONG","END LAT","END LONG",GIS_ID,"STAND NUMBER","STREET NAME","LAND RENTED (Y/N)","LAND OR IMPROVEMENTS","LAND MATCHED","ERF NUMBER",PORTION,EXTENSION,"TITLE DEED NUMBER","SURVEY GENERAL REFERANCE NO","LAND SIZE","VOTE NUMBER","ORDER NUMBER","ORDER DATE","INVOICE NUMBER","INVOICE DATE","CHEQUE NUMBER","WAS ASSET BROUGHT IN ON A DRC",,"UPDATE STATUS","CREATE TIME","UPDATE TIME","PREV CONDITION","PREV CATEGORY 1","PREV CATEGORY 2","PREV CATEGORY 3","PREV CATEGORY 4","PREV TOWN","PREV STREET","PREV BUILDING","PREV FLOOR","PREV ROOM"
A08017,"ALCOHOL TESTER [PRINTER]",201108-00053,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,YJ-360TUP,,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,"WALK-IN SAFE",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,TECHNICAL,N/A,N/A,2012/06/30,"NOVAGEN AFRICA",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24483,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SENTECH,YJ-360TUP,BOSHOF,"VOORTREKKER STREET",N/A,N/A,R0005
A04526,SHREDDER,,"OTHER ASSETS","OFFICE EQUIPMENT",SHREDDER,"AUTO PLUS 250X-301420",,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANGER ",N/A,R0051,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. V MVUNDLA",N/A,N/A,2012/06/30,"FIRST TECHNOLOGY",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25624,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",SHREDDER,"AUTO PLUS 250X-301420",BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANGER ",N/A,R0051
A03162,"WASTE BIN",,"OTHER ASSETS","FURNITURE & FITTNGS","WASTE BIN",PERFORATED,,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","TECHNICAL SERVICES",N/A,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24441,NO,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","FURNITURE & FITTNGS","WASTE BIN",PERFORATED,BOSHOF,"VOORTREKKER STREET","TECHNICAL SERVICES",N/A,R0021
A07799,"WASTE BIN",,"OTHER ASSETS","FURNITURE & FITTNGS","WASTE BIN",PERFORATED,,YES,"MUNICIPAL MANAGER",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING","MUNICIPAL MANGER ",N/A,R0052,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"ADV. L MOFOKENG",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24441,NO,"TAKE ON 2011",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","FURNITURE & FITTNGS","WASTE BIN",PERFORATED,BOSHOF,"VOORTREKKER STREET","MUNICIPAL MANGER ",N/A,R0052
A03905,PRINTER/COPIER,AIUDA722F0101719,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER/COPIER,"KONICA MINOLTA BIZHUB B223",,YES,"PMU TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,TOWNHALL,"PMU TECHNICAL",A04702,R0021,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. SS MOCHWARO",N/A,N/A,2012/06/30,"KONICA MINOLTA",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24764,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","COMPUTER EQUIPMENT",PRINTER/COPIER,"KONICA MINOLTA BIZHUB B223",BOSHOF,"VOORTREKKER STREET","PMU TECHNICAL",A04702,R0021
A06256,PRINTER/COPIER,0012371,"OTHER ASSETS","OFFICE EQUIPMENT",PRINTER/COPIER,"KONICA MINOLTA BIZHUB B223",,YES,"TECHNICAL SERVICES",N/A,HERTZOGVILLE,HERTZOGVILLE,"MUNICIPAL BUILDING (A06522)",TECHNICAL,A06523,R0049,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"MR. M SEHLOHO",N/A,N/A,2012/06/30,"KONICA MINOLTA",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VAN NIEKERK STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24764,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",EXCELLENT,"OTHER ASSETS","OFFICE EQUIPMENT",PRINTER/COPIER,"KONICA MINOLTA BIZHUB B223",HERTZOGVILLE,"VAN NIEKERK STREET",TECHNICAL,A06523,R0049
,STAPLER,,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"REXEL GOLIATH",,YES,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25743,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"REXEL GOLIATH",BOSHOF,"VOORTREKKER STREET",N/A,N/A,N/A
,STAPLER,,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"HEAVY DUTY 200PG",,YES,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25743,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"HEAVY DUTY 200PG",BOSHOF,"VOORTREKKER STREET",N/A,N/A,N/A
,STAPLER,,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"METEOR BLACK",,YES,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25743,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"METEOR BLACK",BOSHOF,"VOORTREKKER STREET",N/A,N/A,N/A
,STAPLER,,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"METEOR BLACK",,YES,N/A,N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,"OFFICE WORLD",N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,"VOORTREKKER STREET",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25743,NO,"TAKE ON 2012",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","OFFICE EQUIPMENT",STAPLER,"METEOR BLACK",BOSHOF,"VOORTREKKER STREET",N/A,N/A,N/A
A05624,"MOTOR VEHICLES",CPG469FS,"OTHER ASSETS","MOTOR VEHICLES",LDV,"NISSAN 1400",,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,"TRAFFIC ",,,,2012/06/30,"TOKILOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,"OTHER ASSETS","MOTOR VEHICLES",LDV,"NISSAN 1400",BOSHOF,N/A,N/A,N/A,N/A
A08028,TRACTOR,CZG709FS,"OTHER ASSETS","SPECIALISED VEHICLES",TRACTOR,"LANDINI ATLAS-90 SERIES",,NO,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,WORKSHOP,YARD,,,2012/06/30,"TOKILOGO LOCAL MUNICIPALITY",N/A,FAIR,"STORE YARD",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-28.5438369,25.2476995,N/A,N/A,N/A,N/A,"STORE YARD",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Updated,"2013-06-15 19:28:55","2013-06-24 15:48:38",BROKEN,"OTHER ASSETS","SPECIALISED VEHICLES",TRACTOR,"LANDINI ATLAS-90 SERIES",BOSHOF,N/A,N/A,N/A,N/A
A08027,"SEWERAGE TANKER",BZW092FS,"OTHER ASSETS","MOTOR VEHICLES","SEWERAGE TANKER",,,YES,"TECHNICAL SERVICES",N/A,BOSHOF,BOSHOF,WORKSHOP,,,,2012/06/30,"TOKILOGO LOCAL MUNICIPALITY",N/A,,"N\A",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,"OTHER ASSETS","MOTOR VEHICLES","SEWERAGE TANKER",N/A,BOSHOF,N/A,N/A,N/A,N/A
A03644,"MOTOR VEHICLES",TLM111FS,"OTHER ASSETS","MOTOR VEHICLES","MOTOR VEHICLE SEDAN","MERCEDES BENZ C180",,YES,"OFFICE MAYOR",N/A,BOSHOF,BOSHOF,"MUNICIPAL BUILDING",,,,2012/06/30,"TOKILOGO LOCAL MUNICIPALITY",N/A,,MAYOR,N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,"OTHER ASSETS","MOTOR VEHICLES","MOTOR VEHICLE SEDAN","MERCEDES BENZ C180",BOSHOF,N/A,N/A,N/A,N/A
A07779,"CONTROL SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,25,"MARKET STREET",N/A,N/A,N/A,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",POOR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07780,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,190,"MARKET STREET",N/A,N/A,N/A,190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07781,"CONTROL SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,514,"MARKET STREET",N/A,N/A,N/A,514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",POOR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07782,"STOP SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,514,"MARKET STREET",N/A,N/A,N/A,514,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07783,"CONTROL SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,26,"MARKET STREET",N/A,N/A,N/A,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",POOR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"MARKET STREET",N/A,N/A,N/A
A07784,"STOP SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,416,"SWANEPOEL STREET",N/A,N/A,N/A,416,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",POOR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"SWANEPOEL STREET",N/A,N/A,N/A
A07785,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,93,"SWANEPOEL STREET",N/A,N/A,N/A,93,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"SWANEPOEL STREET",N/A,N/A,N/A
A07786,"STOP SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,436,"SWANEPOEL STREET",N/A,N/A,N/A,436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",POOR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"SWANEPOEL STREET",N/A,N/A,N/A
A07787,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,114,"SWANEPOEL STREET",N/A,N/A,N/A,114,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",BROKEN,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"SWANEPOEL STREET",N/A,N/A,N/A
A07788,"STOP SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,130,"SWANEPOEL STREET",N/A,N/A,N/A,130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"SWANEPOEL STREET",N/A,N/A,N/A
A07789,"STOP SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,449,"BLOEM STREET",N/A,N/A,N/A,449,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"BLOEM STREET",N/A,N/A,N/A
A07790,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,DEALESVILLE,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,414,"BLOEM STREET",N/A,N/A,N/A,414,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"BLOEM STREET",N/A,N/A,N/A
A07452,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,TSWARAGANANG,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,184,"PADDA STREET",N/A,N/A,N/A,184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"PADDA STREET",N/A,N/A,N/A
A07453,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,TSWARAGANANG,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,212,"PADDA STREET",N/A,N/A,N/A,212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",GOOD,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"PADDA STREET",N/A,N/A,N/A
A07454,"NAMING BOARD",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,TSWARAGANANG,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,197,"MOLOI STREET",N/A,N/A,N/A,197,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",FAIR,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"MOLOI STREET",N/A,N/A,N/A
A07455,"WARNING SIGN",,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",,YES,"ENGINEERING SERVICES","ROADS & STORMWATER",DEALESVILLE,TSWARAGANANG,N/A,,,,2012/06/30,"TOKOLOGO LOCAL MUNICIPALITY",N/A,,"TECHNICAL SERVICES",N/A,N/A,2012/06/30,N/A,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,385,"STREET X3",N/A,N/A,N/A,385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,YES,"TAKE ON 2008",Unchanged,"2013-06-15 19:28:55","2013-06-15 19:28:55",BROKEN,INFRASTRUCTURE,ROADS,"ROAD SIGNS","STEEL POLE",DEALESVILLE,"STREET X3",N/A,N/A,N/A
